"Stage","Timestamp","TotalMemory","Gen0Collections","Gen1Collections","Gen2Collections","ProcessWorkingSet","ProcessPrivateMemory"
"Monitoring","2025/07/18 0:30:28","60352504","1368","137","32","142733312","121769984"
"Monitoring","2025/07/18 0:30:28","61065504","1368","137","32","142733312","122404864"
"Monitoring","2025/07/18 0:30:28","61786704","1368","137","32","142733312","122404864"
"Monitoring","2025/07/18 0:30:28","62511832","1368","137","32","143147008","122232832"
"Monitoring","2025/07/18 0:30:28","63232728","1368","137","32","143867904","123588608"
"Monitoring","2025/07/18 0:30:29","58726400","1369","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:29","59447632","1369","137","32","143990784","123019264"
"Monitoring","2025/07/18 0:30:29","60168872","1369","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:29","60890120","1369","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:29","61603184","1369","137","32","143990784","123019264"
"Monitoring","2025/07/18 0:30:29","62324448","1369","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:29","58913864","1370","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:29","59635144","1370","137","32","143990784","123019264"
"Monitoring","2025/07/18 0:30:29","60356432","1370","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:29","61077728","1370","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:29","61799032","1370","137","32","143990784","123019264"
"Monitoring","2025/07/18 0:30:29","58390024","1371","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:29","59111344","1371","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:29","59832672","1371","137","32","143990784","123019264"
"Monitoring","2025/07/18 0:30:29","60554008","1371","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:29","61275352","1371","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:29","61996704","1371","137","32","143990784","123019264"
"Monitoring","2025/07/18 0:30:29","58567496","1372","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:29","59288864","1372","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:30","60010240","1372","137","32","143990784","123019264"
"Monitoring","2025/07/18 0:30:30","60731624","1372","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:30","61453016","1372","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:30","62166224","1372","137","32","143990784","123019264"
"Monitoring","2025/07/18 0:30:30","58618160","1373","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:30","59339576","1373","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:30","60061000","1373","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:30","60782432","1373","137","32","143360000","123654144"
"Monitoring","2025/07/18 0:30:30","61503872","1373","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:30","62225320","1373","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:30","58788016","1374","137","32","143360000","123654144"
"Monitoring","2025/07/18 0:30:30","59509480","1374","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:30","60230952","1374","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:30","60952432","1374","137","32","143360000","123654144"
"Monitoring","2025/07/18 0:30:30","61673920","1374","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:30","62387224","1374","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:30","58994408","1375","137","32","143360000","123654144"
"Monitoring","2025/07/18 0:30:30","59707728","1375","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:30","60429248","1375","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:31","61150776","1375","137","32","143360000","123654144"
"Monitoring","2025/07/18 0:30:31","61872312","1375","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:31","62593856","1375","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:31","59195768","1376","137","32","143360000","123654144"
"Monitoring","2025/07/18 0:30:31","59917328","1376","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:31","60638896","1376","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:31","61360472","1376","137","32","143360000","123654144"
"Monitoring","2025/07/18 0:30:31","62082056","1376","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:31","62803648","1376","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:31","59282784","1377","137","32","143360000","123654144"
"Monitoring","2025/07/18 0:30:31","60004392","1377","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:31","60717816","1377","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:31","61439440","1377","137","32","143360000","123654144"
"Monitoring","2025/07/18 0:30:31","62161072","1377","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:31","58735048","1378","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:31","59464888","1378","137","32","143360000","123654144"
"Monitoring","2025/07/18 0:30:31","60186544","1378","137","32","143990784","123654144"
"Monitoring","2025/07/18 0:30:31","60908208","1378","137","32","144252928","123924480"
"Monitoring","2025/07/18 0:30:31","61629880","1378","137","32","143622144","123924480"
"Monitoring","2025/07/18 0:30:31","62351560","1378","137","32","144252928","123924480"
"Monitoring","2025/07/18 0:30:32","58984648","1379","137","32","144261120","123924480"
"Monitoring","2025/07/18 0:30:32","59706344","1379","137","32","143630336","123924480"
"Monitoring","2025/07/18 0:30:32","60428048","1379","137","32","144261120","123924480"
"Monitoring","2025/07/18 0:30:32","61149760","1379","137","32","144261120","123924480"
"Monitoring","2025/07/18 0:30:32","61871480","1379","137","32","143630336","123924480"
"Monitoring","2025/07/18 0:30:32","62593208","1379","137","32","144261120","123924480"
"Monitoring","2025/07/18 0:30:32","59132328","1380","137","32","144265216","123924480"
"Monitoring","2025/07/18 0:30:32","59854072","1380","137","32","143634432","123924480"
"Monitoring","2025/07/18 0:30:32","60575824","1380","137","32","144265216","123924480"
"Monitoring","2025/07/18 0:30:32","61297584","1380","137","32","144265216","123924480"
"Monitoring","2025/07/18 0:30:32","62019352","1380","137","32","143634432","123924480"
"Monitoring","2025/07/18 0:30:32","62732936","1380","137","32","144330752","123949056"
"Monitoring","2025/07/18 0:30:32","59333424","1381","137","32","144277504","123949056"
"Monitoring","2025/07/18 0:30:32","60055216","1381","137","32","144277504","123949056"
"Monitoring","2025/07/18 0:30:32","60777016","1381","137","32","144277504","123949056"
"Monitoring","2025/07/18 0:30:32","61498824","1381","137","32","144277504","123949056"
"Monitoring","2025/07/18 0:30:32","62212448","1381","137","32","144277504","123949056"
"Monitoring","2025/07/18 0:30:32","62934272","1381","137","32","144277504","123949056"
"Monitoring","2025/07/18 0:30:32","63658712","1381","137","32","144580608","124342272"
"Monitoring","2025/07/18 0:30:33","64379608","1381","137","32","145301504","125067264"
"Monitoring","2025/07/18 0:30:33","59385640","1382","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","60107496","1382","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","60829360","1382","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","61551232","1382","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","62273112","1382","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","62995000","1382","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","59600120","1383","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","60322024","1383","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","61043936","1383","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","61765856","1383","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","62487784","1383","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","63209720","1383","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","59798912","1384","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","60520864","1384","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","61242824","1384","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","61964792","1384","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","62686768","1384","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:33","59275888","1385","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","60006072","1385","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","60728072","1385","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","61450080","1385","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","62172096","1385","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","62894120","1385","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","63607960","1385","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","64330000","1385","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","59925888","1386","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","60647944","1386","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","61370008","1386","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","62092080","1386","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","62814160","1386","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","59381288","1387","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","60111576","1387","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","60833680","1387","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","61555792","1387","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","62277912","1387","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","63000040","1387","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","59621696","1388","137","32","145616896","125263872"
"Monitoring","2025/07/18 0:30:34","60352032","1388","137","32","145616896","125263872"
